Year,Sector,Sex,Age group,Labour force value
2020,Agriculture & forestry,Both sexes,15 years and over,56.199999999999996
2020,Agriculture & forestry,Both sexes,25 to 54 years,21.5
2020,Agriculture & forestry,Both sexes,55 years and over,25.1
2020,Agriculture & forestry,Females,15 to 24 years,3.1
2020,Agriculture & forestry,Females,15 years and over,17.8
2020,Agriculture & forestry,Females,25 to 54 years,6.6
2020,Agriculture & forestry,Females,55 years and over,8.1
2020,Agriculture & forestry,Males,15 to 24 years,4.9
2020,Agriculture & forestry,Males,15 years and over,37.2
2020,Agriculture & forestry,Males,25 to 54 years,14.0
2020,Agriculture & forestry,Males,55 years and over,17.0
2020,Business & professional services,Both sexes,15 to 24 years,119.5
2020,Business & professional services,Both sexes,15 years and over,697.6999999999999
2020,Business & professional services,Both sexes,25 to 54 years,445.9
2020,Business & professional services,Both sexes,55 years and over,132.3
2020,Business & professional services,Females,15 to 24 years,60.5
2020,Business & professional services,Females,15 years and over,345.9
2020,Business & professional services,Females,25 to 54 years,222.8
2020,Business & professional services,Females,55 years and over,62.6
2020,Business & professional services,Males,15 to 24 years,58.9
2020,Business & professional services,Males,15 years and over,351.8
2020,Business & professional services,Males,25 to 54 years,223.20000000000002
2020,Business & professional services,Males,55 years and over,69.6
2020,Construction & construction trades,Both sexes,15 to 24 years,22.1
2020,Construction & construction trades,Both sexes,15 years and over,249.5
2020,Construction & construction trades,Both sexes,25 to 54 years,179.4
2020,Construction & construction trades,Both sexes,55 years and over,48.0
2020,Construction & construction trades,Females,15 to 24 years,1.8
2020,Construction & construction trades,Females,15 years and over,39.4
2020,Construction & construction trades,Females,25 to 54 years,29.3
2020,Construction & construction trades,Females,55 years and over,8.4
2020,Construction & construction trades,Males,15 to 24 years,20.4
2020,Construction & construction trades,Males,15 years and over,210.1
2020,Construction & construction trades,Males,25 to 54 years,150.2
2020,Construction & construction trades,Males,55 years and over,39.6
2020,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,10.3
2020,"Manufacturing, packaging & processing",Both sexes,15 years and over,136.1
2020,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,95.1
2020,"Manufacturing, packaging & processing",Both sexes,55 years and over,30.7
2020,"Manufacturing, packaging & processing",Females,15 to 24 years,2.1
2020,"Manufacturing, packaging & processing",Females,15 years and over,37.2
2020,"Manufacturing, packaging & processing",Females,25 to 54 years,27.8
2020,"Manufacturing, packaging & processing",Females,55 years and over,7.2
2020,"Manufacturing, packaging & processing",Males,15 to 24 years,8.2
2020,"Manufacturing, packaging & processing",Males,15 years and over,98.9
2020,"Manufacturing, packaging & processing",Males,25 to 54 years,67.2
2020,"Manufacturing, packaging & processing",Males,55 years and over,23.5
2020,Mining & petroleum development,Both sexes,15 to 24 years,8.1
2020,Mining & petroleum development,Both sexes,15 years and over,140.0
2020,Mining & petroleum development,Both sexes,25 to 54 years,111.7
2020,Mining & petroleum development,Both sexes,55 years and over,20.1
2020,Mining & petroleum development,Females,15 to 24 years,2.5
2020,Mining & petroleum development,Females,15 years and over,32.0
2020,Mining & petroleum development,Females,25 to 54 years,24.2
2020,Mining & petroleum development,Females,55 years and over,5.4
2020,Mining & petroleum development,Males,15 to 24 years,5.6
2020,Mining & petroleum development,Males,15 years and over,107.9
2020,Mining & petroleum development,Males,25 to 54 years,87.6
2020,Mining & petroleum development,Males,55 years and over,14.7
2020,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,36.9
2020,"Provincial & municipal government, education & health",Both sexes,15 years and over,560.5
2020,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,419.3
2020,"Provincial & municipal government, education & health",Both sexes,55 years and over,104.3
2020,"Provincial & municipal government, education & health",Females,15 to 24 years,26.5
2020,"Provincial & municipal government, education & health",Females,15 years and over,399.2
2020,"Provincial & municipal government, education & health",Females,25 to 54 years,303.8
2020,"Provincial & municipal government, education & health",Females,55 years and over,69.0
2020,"Provincial & municipal government, education & health",Males,15 to 24 years,10.4
2020,"Provincial & municipal government, education & health",Males,15 years and over,161.2
2020,"Provincial & municipal government, education & health",Males,25 to 54 years,115.5
2020,"Provincial & municipal government, education & health",Males,55 years and over,35.2
2020,"Transportation, communication & utilities",Both sexes,15 to 24 years,7.9
2020,"Transportation, communication & utilities",Both sexes,15 years and over,154.8
2020,"Transportation, communication & utilities",Both sexes,25 to 54 years,108.6
2020,"Transportation, communication & utilities",Both sexes,55 years and over,38.0
2020,"Transportation, communication & utilities",Females,15 to 24 years,0.0
2020,"Transportation, communication & utilities",Females,15 years and over,39.7
2020,"Transportation, communication & utilities",Females,25 to 54 years,29.900000000000002
2020,"Transportation, communication & utilities",Females,55 years and over,8.299999999999999
2020,"Transportation, communication & utilities",Males,15 to 24 years,6.5
2020,"Transportation, communication & utilities",Males,15 years and over,115.2
2020,"Transportation, communication & utilities",Males,25 to 54 years,78.7
2020,"Transportation, communication & utilities",Males,55 years and over,29.7
2020,Wholesale and retail,Both sexes,15 to 24 years,82.2
2020,Wholesale and retail,Both sexes,15 years and over,348.9
2020,Wholesale and retail,Both sexes,25 to 54 years,203.2
2020,Wholesale and retail,Both sexes,55 years and over,63.5
2020,Wholesale and retail,Females,15 to 24 years,43.1
2020,Wholesale and retail,Females,15 years and over,156.6
2020,Wholesale and retail,Females,25 to 54 years,88.0
2020,Wholesale and retail,Females,55 years and over,25.6
2020,Wholesale and retail,Males,15 to 24 years,39.2
2020,Wholesale and retail,Males,15 years and over,192.3
2020,Wholesale and retail,Males,25 to 54 years,115.2
2020,Wholesale and retail,Males,55 years and over,37.9
2021,Agriculture & forestry,Both sexes,15 to 24 years,7.2
2021,Agriculture & forestry,Both sexes,15 years and over,45.0
2021,Agriculture & forestry,Both sexes,25 to 54 years,17.3
2021,Agriculture & forestry,Both sexes,55 years and over,18.1
2021,Agriculture & forestry,Females,15 to 24 years,2.0
2021,Agriculture & forestry,Females,15 years and over,11.4
2021,Agriculture & forestry,Females,25 to 54 years,5.2
2021,Agriculture & forestry,Females,55 years and over,4.2
2021,Agriculture & forestry,Males,15 to 24 years,5.3
2021,Agriculture & forestry,Males,15 years and over,33.3
2021,Agriculture & forestry,Males,25 to 54 years,12.1
2021,Agriculture & forestry,Males,55 years and over,13.8
2021,Business & professional services,Both sexes,15 to 24 years,113.1
2021,Business & professional services,Both sexes,15 years and over,694.1999999999999
2021,Business & professional services,Both sexes,25 to 54 years,440.7
2021,Business & professional services,Both sexes,55 years and over,140.4
2021,Business & professional services,Females,15 to 24 years,61.0
2021,Business & professional services,Females,15 years and over,346.0
2021,Business & professional services,Females,25 to 54 years,219.5
2021,Business & professional services,Females,55 years and over,65.6
2021,Business & professional services,Males,15 to 24 years,52.099999999999994
2021,Business & professional services,Males,15 years and over,348.2
2021,Business & professional services,Males,25 to 54 years,221.3
2021,Business & professional services,Males,55 years and over,74.7
2021,Construction & construction trades,Both sexes,15 to 24 years,27.6
2021,Construction & construction trades,Both sexes,15 years and over,243.4
2021,Construction & construction trades,Both sexes,25 to 54 years,169.8
2021,Construction & construction trades,Both sexes,55 years and over,46.0
2021,Construction & construction trades,Females,15 to 24 years,4.5
2021,Construction & construction trades,Females,15 years and over,38.3
2021,Construction & construction trades,Females,25 to 54 years,26.0
2021,Construction & construction trades,Females,55 years and over,7.7
2021,Construction & construction trades,Males,15 to 24 years,23.1
2021,Construction & construction trades,Males,15 years and over,205.1
2021,Construction & construction trades,Males,25 to 54 years,143.8
2021,Construction & construction trades,Males,55 years and over,38.3
2021,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,8.3
2021,"Manufacturing, packaging & processing",Both sexes,15 years and over,129.8
2021,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,94.9
2021,"Manufacturing, packaging & processing",Both sexes,55 years and over,26.6
2021,"Manufacturing, packaging & processing",Females,15 to 24 years,1.5
2021,"Manufacturing, packaging & processing",Females,15 years and over,31.2
2021,"Manufacturing, packaging & processing",Females,25 to 54 years,24.0
2021,"Manufacturing, packaging & processing",Females,55 years and over,5.7
2021,"Manufacturing, packaging & processing",Males,15 to 24 years,6.8
2021,"Manufacturing, packaging & processing",Males,15 years and over,98.6
2021,"Manufacturing, packaging & processing",Males,25 to 54 years,70.9
2021,"Manufacturing, packaging & processing",Males,55 years and over,20.9
2021,Mining & petroleum development,Both sexes,15 to 24 years,6.9
2021,Mining & petroleum development,Both sexes,15 years and over,147.4
2021,Mining & petroleum development,Both sexes,25 to 54 years,117.9
2021,Mining & petroleum development,Both sexes,55 years and over,22.5
2021,Mining & petroleum development,Females,15 to 24 years,1.5
2021,Mining & petroleum development,Females,15 years and over,33.4
2021,Mining & petroleum development,Females,25 to 54 years,26.1
2021,Mining & petroleum development,Females,55 years and over,5.7
2021,Mining & petroleum development,Males,15 to 24 years,5.4
2021,Mining & petroleum development,Males,15 years and over,114.0
2021,Mining & petroleum development,Males,25 to 54 years,91.8
2021,Mining & petroleum development,Males,55 years and over,16.8
2021,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,44.1
2021,"Provincial & municipal government, education & health",Both sexes,15 years and over,592.3000000000001
2021,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,433.5
